Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Covid19_est_en_activite,Covid19_periodes_d_ouvertures_confirmees,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Sud Hôtel,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,-21.283,55.521,"106, rue Marius et Ary Leblond",97430#Le Tampon,,,,,Soubik,ADT Réunion,2020-03-26,Sud Hôtel#+33 2 62 27 07 90#contact@sudhotel.re#http://www.sudhotel.re/,2 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/4347e269-0db4-395e-a7fc-c76257e08399
Sud Hôtel,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.2828907,55.5213649,"106, rue Marius et Ary Leblond",97430#Le Tampon,,,,,Soubik,ADT Réunion,2019-10-10,Sud Hôtel#+33 2 62 27 07 90#sudhotel@ilereunion.com#http://www.ilereunion.com/sud-hotel,,,https://data.datatourisme.fr/54/1e16b485-836e-3760-9887-129089a40953
Gîtes Ango (Les) - n°158,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-20.94328265,55.61813706,"140, Commune Ango",97441#Sainte-Suzanne,,,,,Soubik,ADT Réunion,2020-03-18,Gîtes Ango (Les) - n°158#+33 2 62 52 19 00#gitesango@gmail.com#http://www.gites-ango.fr/,5 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/45a3db2f-e573-3383-9f34-104a10855c89
Gîtes Ango (Les) - n°157,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-20.94328265,55.61813706,"140, Commune Ango",97441#Sainte-Suzanne,,,,,Soubik,ADT Réunion,2020-03-18,Gîtes Ango (Les) - n°157#+33 2 62 52 19 00#gitesango@gmail.com#http://www.gites-ango.fr/,4 épis / Premium#Gîtes de France,,https://data.datatourisme.fr/54/ea9b31f9-3ea8-37d1-a572-2ea58c6c22d8
Gîtes Ango (Les) - n°107,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-20.94328265,55.61813706,"140, Commune Ango",97441#Sainte-Suzanne,,,,,Soubik,ADT Réunion,2020-03-18,Gîtes Ango (Les) - n°107#+33 2 62 52 19 00#gitesango@gmail.com#http://www.gites-ango.fr/,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/6823ad4c-f31b-3681-b2c5-ced804d6ccd9
Résidence Coralia,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.119242,55.259576,"10, allée des Coraux - Appt 13, Résidence Les Sternes",97426#Les Trois-Bassins,,,,,Soubik,ADT Réunion,2019-10-10,Résidence Coralia#+33 2 62 33 00 50#info@lekerveguen.com#,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/cc4ecd6f-d8d7-3c4c-a082-4a3bea71fb5c
Villa de la Plage (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.097985,55.240123,"52, route du Trou d'Eau",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2023-01-26,Villa de la Plage (La)#+33 2 62 61 88 16#contact@lavilladelaplage.fr#http://www.lavilladelaplage.fr/,4 Clés#Clévacances,,https://data.datatourisme.fr/54/d5da9106-74d4-3264-96f5-eaaf4004ad77
Bleu Horizon,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.175155,55.294232,14 allée des Rubis - chemin Dubuisson,97436#Saint-Leu,,,,,Soubik,ADT Réunion,2022-04-21,Bleu Horizon#+33 6 93 82 89 90#davewright66@gmail.com#,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/d71f1ab2-c8aa-36c3-840f-9a823e79fb6e
Bleu des Tropiques,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.348,55.484,10 rue Kichenin Vaillant,97410#Saint-Pierre,,,,,Soubik,ADT Réunion,2020-03-19,Bleu des Tropiques#+33 6 92 66 44 93#contact@bleudestropiques.re#,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/d807fccb-8485-3da5-9553-2179ea79de34
Villa Roméo,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.246667,55.360833,"159, chemin de Ligne - Ravine Sèche",97427#L'Étang-Salé,,,,,Soubik,ADT Réunion,2019-10-10,Villa Roméo#+33 2 62 34 97 57#contact@villaromeo.fr#http://www.villaromeo.fr/,4 Clés#Clévacances,,https://data.datatourisme.fr/54/daff1e29-fa56-35e0-9548-4d12d480b1ee
Chez Moïse,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-20.93726351,55.63802988,"58, rue Raymond Vergès",97441#Sainte-Suzanne,,,,,Soubik,ADT Réunion,2019-10-10,Chez Moïse#+33 2 62 46 11 43#contact@aubergemoise974.com#http://aubergemoise974.com/,2 épis#Gîtes de France,,https://data.datatourisme.fr/54/0e1c02b9-54e1-3acc-8ef5-e4880b1cd44c
Villa Tropicale,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.05193,55.233541,60 rue Bottard,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2020-05-12,Villa Tropicale#+33 6 92 97 80 90#rodney97434@gmail.com#,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/0fdf3aef-3749-3693-92df-ecac8e137f74
Etoile du Bonheur (L'),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.212018,55.403426,77 rue Voltaire,97421#Saint-Louis,,,,,Soubik,ADT Réunion,2020-10-27,Etoile du Bonheur (L')#+33 6 92 42 18 96#meubletourisme.etoiledubonheur@gmail.com#,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/1207ae01-e652-3d36-ab35-815e51124197
Trèfle (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.28103019,55.47281927,"122, chemin Lenormand",97432#Saint-Pierre,,,,,Soubik,ADT Réunion,2019-10-10,Trèfle (Le)#+33 2 62 49 56 76#sully.lebon@wanadoo.fr#http://www.slebon.fr.st/,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/cb634778-67f2-38f3-bcce-f954d4620101
Terre du Sud,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.21783894,55.31287532,"5 bis, rue de l'Eglise",97424#Saint-Leu,,,,,Soubik,ADT Réunion,2019-10-10,Terre du Sud#+33 2 62 32 59 22#boyer.sylvio@orange.fr#http://www.location-chambre-reunion.com/,3 épis / Confort#Gîtes de France,,https://data.datatourisme.fr/54/cc319362-8116-34a0-9146-c9ae5dc0d77e
Roseraye (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.12944517,55.79777116,"206, RN 2",97439#Sainte-Rose,,,,,Soubik,ADT Réunion,2019-10-10,Roseraye (La)#+33 2 62 47 21 33#christian.adv@wanadoo.fr#,1 épi#Gîtes de France,,https://data.datatourisme.fr/54/d0a7aece-b3a7-3e82-b489-d52f29941e36
Résidence du Lagon,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.074162,55.224472,39 rue des Seychelles - Res Sables d'Or,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2020-04-30,Résidence du Lagon#+33 6 92 37 75 72#christiancombet@orange.fr#https://www.residencesdulagon.fr/,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/d163f5bf-905e-362f-bfd7-4c03ca03459f
Agrumes (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.146191,55.601195,"2, allée des Filaos - Petite Plaine",97431#La Plaine-des-Palmistes,,,,,Soubik,ADT Réunion,2023-01-26,Agrumes (Les)#+33 2 62 51 37 33#jistamarieclaude@hotmail.com#,3 épis / Confort#Gîtes de France,,https://data.datatourisme.fr/54/00e702c9-40b4-34d5-b1e8-64347eb4c9a5
Kaz à Mélina (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.260868,55.522356,"119, rue Georges Pompidou - 13ème Km",97430#Le Tampon,,,,,Soubik,ADT Réunion,2023-01-30,Kaz à Mélina (La)#+33 6 92 00 43 32#la-kaz-a-melina@wanadoo.fr#http://www.lakazamelina.re/,3 épis / Confort#Gîtes de France,,https://data.datatourisme.fr/54/7e6a46d1-ec17-336f-a889-bef3116c2051
Kaz à Mélina 2 (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.260868,55.522356,"119, rue Georges Pompidou - 13ème Km",97430#Le Tampon,,,,,Soubik,ADT Réunion,2023-01-30,Kaz à Mélina 2 (La)#+33 6 92 00 43 32#la-kaz-a-melina@wanadoo.fr#http://www.lakazamelina.re/,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/67613dee-38b0-36e0-aa03-2e9c5c49fec6
Relais de l'Hermitage (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,-21.07737595,55.22286763,"123, avenue Leconte de Lisle",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2022-01-13,Relais de l'Hermitage (Le)#+33 2 62 24 44 44#reservation@relais-hermitage-saintgilles.fr#http://relais-hermitage-saintgilles.fr/,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/84608509-cee4-3ea2-b24f-8049aac026ca
Papayer (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.07737595,55.22286763,"123, avenue Leconte de Lisle",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Papayer (Le)#+33 2 62 24 44 44##,,,https://data.datatourisme.fr/54/c3e0a844-c5a6-3727-bb99-aebdb78856dc
Case Vanille (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.07737595,55.22286763,"123, avenue Leconte de Lisle",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Case Vanille (La)#+33 2 62 24 44 44##,,,https://data.datatourisme.fr/54/24c3e606-ef4c-3d12-8c3f-c6666197891b
Jardins d'Héva Hôtel Spa (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,-21.06857063,55.52057792,"16, rue Auguste Lacaussade - Chemin de Bellevue",97433#Salazie,,,,,Soubik,ADT Réunion,2021-09-29,Jardins d'Héva Hôtel Spa (Les)#+33 2 62 47 87 87#contact@jardinsdheva.re#,2 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/866ac5fc-19c1-3c57-a3b8-0367fff2e6b8
Cuisine d'Héva (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.06857063,55.52057792,"16, rue Auguste Lacaussade - Chemin de Bellevue",97433#Salazie,,,,,Soubik,ADT Réunion,2019-10-10,Cuisine d'Héva (La)#+33 2 62 47 87 87#contact@jardinsdheva.re#http://www.hotel-restaurant-cirque-salazie.fr/,,,https://data.datatourisme.fr/54/78a60b4d-a6c6-3147-8e16-224b4d502e4a
Villa des Palmes (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.286671,55.457432,"38, chemin Charlemagne",97432#Saint-Pierre,,,,,Soubik,ADT Réunion,2023-01-30,Villa des Palmes (La)#+33 2 62 49 84 14#lavilladespalmes@gmail.com#http://www.lavilladespalmes.com/,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/878ee6d9-767b-3e5f-a071-bdd8bbf268d4
A la Maison de Nani,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.004084,55.27626,"10, rue de Paris",97460#Saint-Paul,,,,,Soubik,ADT Réunion,2020-03-23,A la Maison de Nani#+33 6 92 65 07 98#abeda@hotmail.com#,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/992c01ea-9de1-3622-a77c-3c830f6eecf6
Case Tartine,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.197778,55.291111,"1, impasse Savane - Les Quatre Robinets",97436#Saint-Leu,,,,,Soubik,ADT Réunion,2023-01-05,Case Tartine#+33 6 93 22 70 51#casetartine@2gi-reunion.fr#,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/dc74c7b6-7121-316b-8985-171e1918ba7e
Ness By D-Océan,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,-21.095,55.237222,"26, route du Trou d'Eau",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2021-09-29,Ness By D-Océan#+33 2 62 70 30 00#contact@nessbydocean.com#http://www.nessbydocean.com/,4 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/dc7f6b3d-24cb-3abb-b110-5aa040d43b05
Rayon Vert (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.11925658,55.25919919,"10, allée des Coraux - Bât B - Appt n°15 - La Souris Chaude",97426#Les Trois-Bassins,,,,,Soubik,ADT Réunion,2019-10-10,Rayon Vert (Le)#+33 2 62 34 09 95#le.maduran@orange.fr#http://www.maduran.com/,3 étoiles#Classement officiel des hébergements touristiques,,https://data.datatourisme.fr/54/6b0c4c77-f88f-3275-bc0b-78809a78416b
